reviewer_name,rating,date,review_text,wisata,visit_time
atmajaya alviano,5,1 bulan lalu,Seru...cocok untuk keluarga berkunjung dan berlibur Koleksi satwa nya juga lumayan banyak,Jatim Park 2,Akhir pekan
Andi Sep Kurniawan,5,5 bulan lalu,"Kedua kalinya ke sini, tapi untuk saat ini liburan bersama keluarga. Senang sekali bisa memberikan pengalaman buat si kecil. Binatangnya banyak sekali. Saran bagi pengunjung yang mau ke sini dan bawa anak kecil, jangan lupa bawa kereta dorong sendiri atau sewa karena sangat luas.",Jatim Park 2,Hari libur nasional
Mister Doank,5,7 bulan lalu,Asik buat bawa anak2 maen kesini.. koleksi binatangnya luar biasa. Sampe macan putih pun ada. Museumnya keren abis dan gedee playgroundnya boleh dimaenin free ga perlu beli tiket2 lg highly recommended datang kesini,Jatim Park 2,Hari biasa
Ayu Febrianti,5,1 minggu lalu,"Ingat liburan, ingat jatim park..!! Tempat liburan yg the best, cocok dinikmati bersama keluarga.",Jatim Park 2,Hari libur nasional
Pare Creator - Fajar PC,5,6 bulan lalu,"Jatim Park 2 adalah destinasi wisata yang luas dan sangat cocok untuk rekreasi bersama keluarga. Selain menawarkan pengalaman edukatif tentang dunia satwa, pengunjung juga dapat berinteraksi langsung dengan memberi makan hewan. Tak hanya itu, tempat ini juga dilengkapi dengan berbagai wahana bermain yang seru, menjadikannya pilihan sempurna untuk liburan yang menyenangkan sekaligus bermanfaat.",Jatim Park 2,Akhir pekan
Kadekgeaf,5,6 bulan lalu,"Wahh bener² amazed dengan tata tempat, wisata dan satwa nya. Tempat terkeren jg di malang dan cocok banget untuk dijadikan tempat hangout or date.",Jatim Park 2,Akhir pekan
Bagus Satriawan,5,5 bulan lalu,"Tempat wisata dan edukasi jadi 1. Cocok banget buat bapak dan ibu dengan bocil ya. Makin banyak wahanan yang tersedia juga. Selain liat koleksi satwa yang begitu beragam, terdapat juga permainan permainan yang bisa dinikmati tanpa additional ticket entrance.",Jatim Park 2,Hari libur nasional
Likah Iswandika,5,1 bulan lalu,"Kesini cuman masuk ke wahana aquarium, hehe. Ternyata sangat2 sesuai ekspektasi 😍🥰",Jatim Park 2,Hari biasa
Baiti Kholidah,5,1 minggu lalu,Seru bgt sih ini... hewannya lengkap dr yg kecil sampai yg besar semua ada...,Jatim Park 2,Hari libur nasional
Muhammad Iqbal,5,1 minggu lalu,"Utk kesini siapkan waktu dari pagi sampai dengan sore utk menikmati seluru wahananya, karena kalau datang siang maka tidak akan sempat. Saya sekeluarga senang kesini, banyak wahananya namun sayang nggak sempat nyoba semua, mungkin kalau kebatu akan kesini lagi. Terimakasih",Jatim Park 2,Akhir pekan
Andi Haryanto,5,1 bulan lalu,"yempat liburan edukatif dengan koleksi satwa yang super lengkap. kalau liburan, fullllll!",Jatim Park 2,Hari libur nasional
Roosy Rahmawati,5,6 bulan lalu,"Berkunjung saat liburan sekolah.. Alhamdulillah anak2 senang krn bisa lihat berbagai jenis hewan, ada aquarium yg bs dikunjungi, tp yg bikin merinding bisa dengar langsung auman harimau dan singa yg seakan2 pingin kenalan..😅😅 Ini baru di Batu Secret Zoo aja lhooo.. Ada juga berbagai wahana bermain anak2, termasuk kolam renang anak2.. Kebetulan saat saya melewati food court ada pertunjukan kecil2an ala2 gt, cukup menghibur sich.. Utk fasilitas ibadah memang tdk trll luas, jd harus bergantian utk sholat aplg saat high session kmrn.. Setelah keluar area BSZ bisa langsung mengunjungi Museum Satwa..di dalamnya juga gak kalah seru.. Menyenangkan berkunjung ke sini, dimulai pukul 09.00-15.30, krn memang sempat berteduh jg saat hujan.. So far puas banget pokoknya.. Yg paling penting siapkan stamina utk bs mengelilingi seluruh area JP 2..😁",Jatim Park 2,Hari libur nasional
Dhony Arifin,5,6 bulan lalu,"Kesini untuk kedua kalinya, pengalaman yang ditawarkan masih sangat mengesankan. Banyak satwa yang menarik, permainan dan wahananya pun menarik. Makanan yang ditawarkan banyak dan sudah termasuk sangat oke. Yang paling berkesan adalah menaiki coaster dan berkeliling melihat satwa, terutama kucing buas nya. Yang kurang berkesan adalah pada bagian reptile dimana sangat flat saja.",Jatim Park 2,Hari libur nasional
Black Coat,5,3 bulan lalu,"Wahana di perluas, banyak sekali wahana baru Edukasi satwa, playground dan juga food station yang beraneka ragam",Jatim Park 2,Hari libur nasional
Restu Wijaya,5,2 bulan lalu,"ini yang ke empat kalinya berkunjung ke jatimpark 2 pertama kali tahun 2019 ke batu secret zoo dan museum satwa ini beli tiket reguler jadi bukan terusan. kedua tahun 2023 ke batu secret zoo, eco greek park, sweet memori selfie ini di wajibkan terusan. ketiga tahun 2024 ke drive thru park ini bisa beli reguler. keempat tahun 2025 ke batu secret zoo dan virtual immersive park karena di atas jam 13.00 hanya di sarankan yang reguler. overall selama beberapa tahun itu banyak sekali perubahan² yang ada di dalam jatimpark 2 dan banyak penambahan² wahana baru dan juga perubahan wahana yang lama. hewan² yang ada disini cukup terawat dan sehat, tata ruang theme zoo nya juga menarik jadi tidak membosankan meski berkunjung untuk kedua kalinya. untuk htm wajar tiap tahun ada perubahan 😁 kemarin untuk htm masuk terusan 170rb pas weekend meliputi, batu secret zoo & drive thru park/eco green park mungkin ini pilih salah satu ya, dan juga sweet memory selfie. klo weekday bisa reguler secret zoo nya saja dengan htm 125rb untuk area kurang lebih 4 hektar lebih di butuhkan waktu kurang lebih 4-5 jam berjalan menikmati wahana di dalamnya bisa lebih ya kalau sambil istirahat di dalam area. untuk penjual makanan dan minuman di dalam banyak sekali jadi jangan khawatir untuk harga standard ya mahal dikit karena berada di lokasi wisata wajar. untuk tempat parkir kalau weekend bisa saja penuh jadi harus persiapan mencari tempat parkir dan jangan lupa bertanya pada petugas dan perhatikan rambu yang tersedia di tempat parkirnya. untuk masjid tersedia di tempat parkir motor pas dan untuk toilet juga banyak tersedia di beberapa lokasi.",Jatim Park 2,Akhir pekan
Dspecialwan TV,5,8 bulan lalu,"hewan2 nya terpelihara dengan baik, gendut2, bener2 bikin anak2 bisa belajar dengan baik, lalu untuk wahana permainannya pun dipelihara dengan baik, bikin yang main g was-was. Rekomen sekali ya. semoga suatu saat jawa tengah juga punya Theme Park sekelas Jatim Park. Aamiin.",Jatim Park 2,Akhir pekan
rahman lapet,5,5 bulan lalu,"Tempatnya bagus, pas buat liburan bareng keluarga, bisa juga buat edukasi anak2 jadi tau macam2 hewan",Jatim Park 2,Hari libur nasional
Dhita Larasati,5,8 bulan lalu,"Masih bagus. Staf ramah semua, binatang gendut2 sangat terurus. Toilet dan tempat sampah di mana2 mudah diakses. Syg e bike nya terlalu jauh coba dari depan haha kalau bawa lansia better pake wheelchair krn aksesnya ada, seperti stroller bocah/bayi",Jatim Park 2,Hari biasa
Mayang Septiana,5,2 bulan lalu,"Saya datang di 24 Mei, pengunjung tdk terlalu ramai. Wahana drive tru sebaiknya didahulukan. Akses ada di belakang pertunjukan satwa. Bagus",Jatim Park 2,Akhir pekan
St. Pio Choir's Paroki MBSB Kota Wisata,4,3 bulan lalu,Tempat edukasi yang sangat bagus untuk menambah wawasan tentang budaya Indonesia. Selain itu ada wahana untuk permainan anak-anak dan keluarga,Jatim Park 2,Hari libur nasional
Siapaaja Bwoleh,1,1 minggu lalu,"Ga worth it bgt pas weekend apa lagi parkiran bintang 1 bgt parkiran gda yg cocok dsru mutar sana mutar sini, blm lagi udh pesen d online by Traveloka malah antri panjang bgt blm lagi antri gelang tiket, manajemennya jelek bgt",Jatim Park 2,Akhir pekan
Baiq Aquillah Yasenda A.A.,4,7 bulan lalu,"SERU BANGETT!! Mungkin dua kata itu yaa yang bisa mendeskripsikan perasaan saya. Jawa Timur Park 2 ini cocok banget buat wisata entah itu bersama keluarga, teman, pacar, maupun HTS hahaha. Beragam satwa yang ada disini termasuk yang terbaru adalah red panda. selain satwa yang lumayan lengkap, ada banyak wahana yang ngga kalah seru juga. Disini juga bisa feeding satwa loh, salah satunya singa. dengan harga per feeding yaitu 10rb. fyi, harga tiket masuk (weekend) 170rb sudah include Batu Secret Zoo, Museum Satwa, dan Sweet Memories Selfie.",Jatim Park 2,Akhir pekan
Sefta Nuril Huda,5,1 tahun lalu,"Kesini waktu weekday dan bukan musim liburan, jadi tidak terlalu ramai dan antri di setiap wahana. Hampir semua wahana dapat dirasakan tinggal badan kerasa capek engga.",Jatim Park 2,Hari biasa
zulkurnaen arjuna,5,8 bulan lalu,"Jatim Park 2 cocok untuk bawa anak anak liburan kesini, untuk yg bawa anak usahakan bawa stroller tetapi jika tdk bawa disana ada juga penyewaan stroler karena perjalanan jauh, bisa kasih makan hewan dari jerapah sampai singa 😁👍🏻",Jatim Park 2,Akhir pekan
Agus Puji Yuliyanto,5,1 minggu lalu,Liburan menyenangkan bersama keluarga dengan tiket paket 170rb.,Jatim Park 2,Akhir pekan
Steffi Wong,5,3 bulan lalu,Yang mau wisata zoo + tempat bermain + tempat berenang bisa kemari Beli tiket 150k/org,Jatim Park 2,Hari libur nasional
Tifativy Journal,5,5 bulan lalu,"Wisata keluarga yang lengkap. Ada kebun binatang, museum satwa, wahana permainan untuk dewasa dan anak² bahkan kolam renang anak.",Jatim Park 2,Hari biasa
Nur Alfin fauziah,5,2 bulan lalu,"Rekomendasi buat yang nyari tempat wisata, cocok untuk anak-anak maupun dewasa. Ada banyak binatang² dan banyak wahana bermain yang menguji nyali",Jatim Park 2,Akhir pekan
Bayu Arie Wicaksono,5,3 bulan lalu,"Liburan Jatim Park 2 bersama dua anak sungguh mengesankan! Kegembiraan terpancar dari riang mereka di wahana-wahana seru. Momen tak terlupakan, kenangan indah terukir. Anak-anak sangat menikmati hari itu. Semoga bisa kembali lagi!. Pesen tiket nya lewat aplikasi jadi gak perlu antri lama",Jatim Park 2,Hari libur nasional
Winda Okta,5,6 bulan lalu,"Saran yang bawa anak kecil sewa stroller sih lebih amann dan tidak capek, tempat parkir sepeda motor ada kanopi nya jadi barang di tinggal aman tidak kehujanan, dan wajib cobain resto nya harga terjangkau dan juga rasa enak tidak lupa coba di tempat yang bisa muter seru banget jika di video menggunakan selang waktu",Jatim Park 2,Hari biasa
jarmen kell,5,6 bulan lalu,"Karcis bundling Jatim Park 2 (Batu Secret Zoo, Museum Satwa) dgn salah satu : Eco Green Park atau Drive Thru pada peak season liburan. Banyak wahana atau fasilitas yang harus bayar lagi. Para staf ramah, kecuali hewan buasnya. Toilet banyak, tapi tidak seluruhnya bersih. Lebih baik datang sebelum jam 11 siang karena sangat ramai. Siapkan stamina dan waktu yang banyak. Treknya panjang dan naik turun. Jika musim hujan, jangan lupa bawa payung atau jas hujan. Jika ajak balita, bawa stroller. Meskipun di lokasi ada persewaan stroller dan sepeda listrik.",Jatim Park 2,Akhir pekan
Inha Prawiti,5,7 bulan lalu,"Ke sini lagi setelah 5 bulan, tapi kali ini naik wahana sama naik shuttle bus keliling area Jatim Park 2. Sambil lihat hewan-hewan di sepanjang jalan, beberapa ada yang dilepas juga. Sempat disamperin kuda ponny, lucu dia jinak. Ada miniatur kota juga, bagus warna warni. Pertama ke sini nyasar baca peta, kali ini aman 😁",Jatim Park 2,Hari biasa
deli Hafidz mubarok,5,3 bulan lalu,BAGUSS BANGETT!!😍😍 kalian harus kesini sih kata aing mah😌.....next tinggal ke jtp 1 yang belom wkwk,Jatim Park 2,Akhir pekan
Munajatul Azizah,5,1 bulan lalu,Seru bangettt .. Padahal cuma main di arena VIP aja. Keren kerennn ...,Jatim Park 2,Akhir pekan
Sulistiyo Wibowo,5,1 tahun lalu,"Awal tahun 2024 berkesempatan mengunjungi Jatim Park 2 karena ada acara family gathering kantor. Sesuai dugaan, tempat nya amat begitu luas. Sangat melelahkan mengitari semua area. Apalagi kalau bawa anak kecil, haha Di Jatim park 2 ini ada 4 area, yaitu Eco Green Park, Batu Secret Zoo, Musem Satwa, dan Sweet memories Selfie. Harga tiketnya berbeda-beda, tapi ada juga tiket paketan untuk 4 area tersebut. Di area batu secret zoo, ada banyak hewan-hewan yang umumnya ada di kebun binatang. Tempatnya bersih dan tertata rapi. Yang paling memorable mungkin saat ada harimau berjalan di atas kepala (tetep di dalam kandang tentunya). Suaranya Saat mantap terdengar dari jarak sedekat itu, haha Di musem satwa sendiri ada koleksi hewan2 yang unik dan langka. Nah, kalau di eco green park sendiri, banyak sekali wahana permainan. Tinggal pilih dah saking banyaknya, haha. Pasti anak2 senang sekali bermain di berbagai wahana di sini. Untuk beberapa wahana harus antre lumayan lama kalau mau bermain, haha Udah gitu aja kali ya reviewnya. Rekomended banget deh pokoknya. Yang penting orangtua siapin stamina super kalo mau ngajak anak2nya main ke tempat ini, haha",Jatim Park 2,Akhir pekan
amirul adi,5,1 minggu lalu,"Kebun binatang modern yang bisa dikunjungi saat ke Batu, areanya luas dengan udara sejuk khas daerah pegunungan. HTM cukup terjangkau mengingat fasilitas didalam area wisata yang lengkap seperti kolam renang, wahana bermain anak hingga dewasa.",Jatim Park 2,Hari libur nasional
Yusri Galih Wahyuningtiyas,5,6 bulan lalu,"Wahana nya sedikit. Tpi untuk edukasi ke anak"" bagus, krna pengenalan terhadap hewan""",Jatim Park 2,Hari biasa
ferdinand tan,5,6 bulan lalu,"Kebun binatang nya lumayan besar dan lengkap, highly recommended untuk bawa anak dan keluarga. Suggest beli tiket via online supaya antrinya ga lama",Jatim Park 2,Hari biasa
Satria Aji Wicaksono,5,3 bulan lalu,"Luas areanya. Sehari ga bakal cukup, liburan pingin kesini lagi",Jatim Park 2,Hari libur nasional
niken rahmawati,4,6 bulan lalu,"Libur anak sekolah,pas kebetulan ayahnya juga libur kerja. Tempatnha menyenangkan,luas banget,macam2 hewan dan wahana. Semoga bisa kesini lagi",Jatim Park 2,Akhir pekan
Elvina Alisia Syahla,5,6 bulan lalu,"Kbersohan oke, meskipun ramai pengunjung di hari natal, petugas selalu stanby buat beresin sampah jdi terlihat rapi dan tetap bersih, kandang hewan juga bersih jdi g bau kotoran, bestt bget buat liburan bersama keluarga, tiket juga tergolong murahh, wahana juga banyak, ada beberapa penampilan di rest area drive thru psrk nya di jam tertentu, recommended buat edulasi ke anak danbmenghabiskan waktu bersama keluarga atau orang tersayang, di drive thru jiga kakaknya ramah dan penyampaian penjelasan sangat baik",Jatim Park 2,Hari libur nasional
Rocoustic Band,5,4 bulan lalu,"Tempat sangat luas , hewan sangat lengkap, kalo mau kesini sebaiknya jam 8 pagi biar bisa keliling lokasi sepuasnya, karena lukasinya sangat luas",Jatim Park 2,Hari libur nasional
Dudun Anugerah Wadi,5,6 bulan lalu,"Selalu puas datang ke Jatim park group. Kita harus berterima kasih, dg uang segitu (yg buat sebagian org mahal, wajar kok) kita bs menikmati wahana yg sebegitu banyak. Wahana nya gak kalah sama yg ada di luar negeri. Modal berapa kalo kita mau buat wahana itu sendiri? Disana ekonomi daerah berputar. Ada berapa keluarga yg menitipkan Rizki nya ke group Jatim park. Belum lagi pusat oleh oleh, resto, dan villa. Semua memutar roda ekonomi",Jatim Park 2,Hari libur nasional
Adhe_ Jatmiko,5,6 bulan lalu,"Luas banget, banyak wahana, bakal 1 hari full keliling area ini. Harga tiket sepadan dg banyaknya pilihan area yg bagus dilihat",Jatim Park 2,Hari libur nasional
Lisa Wahyudiana Putri,5,6 bulan lalu,"Tempatnya luas banget, ga ekspek bisa segede itu tempatnya 😭😂 Sehari ga cukup buat jelajahi seluruh lokasi, saranku dateng pagi2 biar puas Sangat rekomended buat liburan",Jatim Park 2,Hari biasa
Dany Tadi,5,6 bulan lalu,"Tempat rekreasi buat keluarga, cocok buat edukasi anak mengenal macam hewan, cukup banyak koleksi hewannya, sayang pas kesana hujan, jadi kurang puas menikmati wahana yang disediakan.",Jatim Park 2,Hari libur nasional
Zefanya Noviany,5,1 bulan lalu,Ga ngantri. Ga penuh orang. Puas. Sayang pas siang ujan.,Jatim Park 2,Akhir pekan
aminudin arif,5,6 bulan lalu,"Tempat rekreasi keluarga yang bagus, banyak wahana yang ada pada lokasi ini, museum satwa atau kebun binatang dengan nuansa modern yg membuat akan betah berlama-lama untuk meluangkan waktu bersama keluarga dan kolega Harga makanan yg murah dan banyaknya menu yg di sediakan membuat pengunjubg akan merasa nyaman Kebersihan terjaga Wahana banyak dan gratis",Jatim Park 2,Akhir pekan
Gian Puji Eka Maryanti,5,1 tahun lalu,"Dari buka sampe jam set 5 di Batu Secret zoo belum ke eksplor semuanya, tapi kaki udah gempor banget 🤣 Padahal beli tiket terusan sayang banget waktunya GK cukup. Disini gak cuman zoo aja ya tapi juga ada wahana permainan yang lumayan banyak. Tempatnya luas banget tapi disini juga ada penyewaan skuter kalo gak sanggup jalan 🤭. Koleksi hewannya juga cukup lengkap, bersih, gendut gendut dan terawat. Jangan takut kelaperan banyak food court juga ko 😉",Jatim Park 2,Akhir pekan
Vee Vee,4,1 tahun lalu,"Tempatnya super luas, sampai mikir ini masih ada hewan apalagi, atau wahana apalagi berikutnya Sayangnya anak aku masih terlalu kecil jd belum bisa menikmati, cmn taunya gajah doang :) Tapi koleksi hewannya lengkap banget sih, dgn harga 140k menurutku itu udh worth it banget. Pastinya bakal balik lagi kesini next time kalau anak aku sudah lebih besar dan bisa menikmati semuanya. Parkirnya luas, mobil bayar 10k Sebelum masuk tas diperiksa dulu, di cek apakah bawa makanan berat (tas di rogoh2) tapi gpp si saya hanya bawa minum dan snack untuk bayi saja, jadi tidak masalah. Tiket lebih baik beli online, biasanya lebih murah Anak tinggi di bawah 85cm free ticket",Jatim Park 2,Hari biasa
Merlion Dean Pratama,5,6 bulan lalu,Mantap bagus bersih. Karyawan ramah semua. Semua hewan lengkap. Termasuk komodo. Kanguru dll. Sangat requmen buat main ke sini bersama keluarga,Jatim Park 2,Akhir pekan
ika mulyanah,5,6 bulan lalu,"Kesini pas musim liburan tgl 24 Des'24, rame bangeeet sampe dialihin ke eco greenpark dulu. Lebih banyak waktu main di eco green park dan di Eco green park hujan pula, alhasil gak puas nikmatin batu secreet zoonya karena masuknya udah jam 2an. Kalo kesini emang wajib pagi sih.",Jatim Park 2,Hari libur nasional
titis wijayaningtyas,5,5 bulan lalu,"Setiap ke Malang kurang lengkap kalau tidak ke Batu Salah satu destinasi favorit dari single sampe punya keluarga kecil Alhamdullilah worthit banget Harga terjangkau, fasilitas lengkap dari semua hewan ada, permainan anak2, kolam renang, dll nya Ga akan nyesel kesini berkali2 Sukses selalu untuk Jatim Park 2",Jatim Park 2,Hari biasa
Tristyanto Gondo Negoro,5,5 bulan lalu,Kebun binatang dan wahana permainan di kota batu malang. Binatang nya sangat banyak dan lengkap Jalur untuk wisatawan tdk bercabang jd semua area tdk akan ada yg terlewat. Penataan nya sangat rapi binatang nya jg terurus yaa. Salah satu tempat wisata rekomendasi kalo main k malang,Jatim Park 2,Akhir pekan
arsii 2512,5,6 bulan lalu,"tempat nya bagus dn mengedukasi ank"" juga,cuma mungkin untuk bermain buat org dewasa kurang bnyak,",Jatim Park 2,Hari libur nasional
Septian Eko N,5,1 minggu lalu,"Jawa Timur Park 2 (Jatim Park 2) di Kota Batu, Jawa Timur, adalah destinasi wisata edukatif yang memadukan hiburan, pembelajaran, dan konservasi alam dalam satu kawasan luas. Dikelola oleh Jawa Timur Park Group, taman ini terdiri dari tiga zona utama: Museum Satwa, Batu Secret Zoo, dan Eco Green Park, menjadikannya pilihan ideal untuk liburan keluarga yang menyenangkan dan mendidik. Museum Satwa menampilkan berbagai koleksi hewan yang diawetkan dari seluruh dunia, termasuk replika kerangka dinosaurus yang megah. Diorama interaktif dan penataan artistik memberikan pengalaman belajar yang menarik tentang evolusi dan keanekaragaman hayati. Sementara itu, Batu Secret Zoo adalah kebun binatang modern dengan lebih dari 300 spesies hewan dari berbagai belahan dunia. Pengunjung dapat berinteraksi langsung dengan beberapa hewan jinak dan menikmati pertunjukan satwa yang menghibur. Eco Green Park menawarkan edukasi lingkungan melalui wahana interaktif yang mengajarkan pentingnya menjaga kelestarian alam. Pengunjung dapat belajar tentang daur ulang, energi terbarukan, dan konservasi melalui berbagai instalasi dan permainan edukatif. Fasilitas di Jatim Park 2 sangat lengkap, termasuk area parkir luas, mushola, toilet bersih, food court, dan penyewaan e-bike untuk memudahkan eksplorasi area yang luas. Harga tiket masuk berkisar antara Rp125.000 hingga Rp150.000, tergantung hari kunjungan. Disarankan untuk datang lebih pagi agar dapat menikmati seluruh wahana tanpa terburu-buru. Secara keseluruhan, Jatim Park 2 adalah destinasi wisata yang menawarkan pengalaman belajar yang menyenangkan bagi semua usia. Dengan kombinasi antara edukasi, hiburan, dan konservasi, tempat ini layak menjadi pilihan utama untuk liburan keluarga di Jawa Timur.",Jatim Park 2,Hari libur nasional
intan ayu puspita,5,1 tahun lalu,"Sangat memuaskan main kesini. Cuaca yang sejuk, ada persewaan stroller dan sekuter. Harga makanan dalam wahana masih terjangkau. Koleksi hewan lengkap. Kamar mandi bersih.",Jatim Park 2,Hari libur nasional
Idom Ch,5,6 bulan lalu,"Cocok buat weekend or weekday bareng keluarga, khususnya anak2.. Selain liburan juga ada sarana educatifnya",Jatim Park 2,Hari libur nasional
Jasmine Pegasus,4,10 bulan lalu,"Bagus, koleksi hewannya bagus2, tp bbrp sorry agak kurang terawat ya.. Di akuarium bbrp ikan besar kulitnya jamuran, lalu ada jg harimau yg agak kurus..semoga di kedatangan berikutnya hewan2nya sehat2 semua. Yg perlu ada perhatian adl bbrp pengunjung malah kurang tau diri, masih ada yg buang sampah sembarangan, masih ada yg merokok bukan di smoking area, setelah ditegur lgs mau dibuang ke tempat sampah yg bahan dasarnya plastik, OMG netijen bodoh ini yg harus dibinasakan klo di tempat2 umum, merasa bisa bayar tp etikanya ga ada.",Jatim Park 2,Hari libur nasional
wd. utami,5,1 minggu lalu,"Baaaaguuuuuuusssss seperti biasa. Ada banyak perubahan daripada yg dulu, wahana kereta dan feeding animals udh di tiketin khusus, jadinya mayan keluar Rp lagi, wekekekke, patung raksasa gorilla udh gada, feeding bird di kandang besar jg udh gada. Tp gpp, masih memuaskan, next tolong jam tutupnya lebih lama/bukanya lebih diawali lagi, biar ga cape ngejar waktu buat keliling 😁",Jatim Park 2,Hari libur nasional
Layla Nurkhasanah,5,2 bulan lalu,"Waktu sehari buat keliling kurang. Enak sewa e bike,,, tidak capek. Feeding hewan 👍",Jatim Park 2,Hari biasa
Amir Fadli,5,7 bulan lalu,"Dari beberapa kebun binatang yang pernah dikunjungi,tempat ini paling tertata rapi dan bersih Walaupun tempatnya luas karena jalanan di area kebun binatang dibuat memutar dan jalur yang mudah tidak loncat sana sini tapi sistematis,keren lah Tiket terjangkau Kalau menginap di pohon inn tiket bisa untuk 2 hari Jadi anak bisa puas menikmati keindahan satwa di kebun binatang ini Parkiran luas Antrian masuk nyaman Pelayanam baik",Jatim Park 2,Hari biasa
orind takachibana,5,6 bulan lalu,Lebih bagus dari yg pertama. Seharian gak cukup buat ngiter di sini. Untuk wahana drivethrunya tolong diinfo dong kalau kita naik e-car harus ngantri lagi kalau mau balik dan yg bawa mobil bisa langsung pake mobil sendiri.. Karena high season kita antrenya lama. Sayang nggak bisa kemana mana antara 45-60 menit demi nunggu giliran e-carnya. Anak anak juga bosen nunggu. Nggak bisa lihat jauh jauh takut ditinggal balik 😁,Jatim Park 2,Akhir pekan
Tri Utami,4,1 minggu lalu,Menyenangkan banyak wahana kalo satu hari kurang harus dilanjutkan esok hari lagi,Jatim Park 2,Akhir pekan
warfazir wfz,5,1 tahun lalu,"Bagus semua wahananya. Bener2 wisata edukasi ini sih. Cocok buat yg pny Anak2 sekolah. Bisa liburan sambil belajar. Tiket juga masih normal harganya pas liburan. Harga makanan juga standar, ga yang mahal2 bgt. Cm sayang waktu tutupnya terlalu awal, jadi ada bbrp wahana kmrn yg blm sempet di coba., karena saking besarnya belum semua di jelajahi.",Jatim Park 2,Hari libur nasional
Rizky Hariyani,5,1 tahun lalu,"Ini pengalaman super seru, dengan 1 tiket, semua wahana free, hanya 1 drive thru yg baru yg ga free, tp itu pun bagus bgt, harus ambil. Ini dateng dari jam 9 pagi sampe jam setengah 5 sore, blm ke jamah semua sanking luas dan byk nya spot. Bawa baji renang atao baju ganti yah klo mau main air, ini free juga, tp kaporit nya lumanyan nyengat. Better jalan2 keliling aja, itu udh puas bgt. Klo bawa bayi, better bawa stroller atau sewa motor listrik.",Jatim Park 2,Hari libur nasional
Ade Sufyan Abdurrachman,5,2 bulan lalu,Recommended. Tempat luas dan bagus Ga rugi datang ke sini,Jatim Park 2,Hari biasa
Achmad Riyadi,5,2 bulan lalu,"Kedua kalinya ksini, tpi tanpa anak istri huhh, rekomedasi ni",Jatim Park 2,Akhir pekan
Kristina Widiastuti,5,6 bulan lalu,"Liburan bersama keluarga paling seru ke tempat ini, luas banget tempatnya, tidak terasa berjalan sangat jauh tetapi menyenangkan",Jatim Park 2,Hari biasa
dan Utama,5,1 minggu lalu,"Ditengah antrian tiket, tiba-tiba ada petugas yg tanya², kemudian menyarankan pindah ke booth tiket non tunai yg antriannya lebih pendek. Antri disana kemudian petugas di booth itu bilang: kalau tiket rombongan seperti ini kami tidak bisa melayani Pak (kami rombongan dari kantor, pengen nambah tiket 1 lagi, model apa saja tiketnya kami terima asalkan fasilitasnya tidak kurang). Pas mau balik ke antrian yg sebelumnya jelas dari belakang lagi kan? Untungnya ada yg nenyarankan ke kantor marketing, jadi beres urusannya. Dibagian pasang gelang, petugasnya yg paling pojok luar tidak peduli kalau ada yg menyerobot antrian. Bahkan tega meninggalkan posnya untuk pengunjung diluar antrian yg bertanya², padahal sedang melayani orang terakhir dari rombongan.",Jatim Park 2,Akhir pekan
Syawaluna Ibrahim,4,6 bulan lalu,"menurut saya tempatnya udah keren banget, hewan hewannya juga lucu-lucu terutama red panda hihi. 🫨🫨 tpi beberapa hewan ada yang luka luka.",Jatim Park 2,Hari biasa
Rafika Putri Ind,5,7 bulan lalu,"Bagus banget, terakhir kunjungan ke museum nya kehilangan dompet. sempat di cari keliling tetap gak ada. padahal kita pengunjung terakhir yang masuk kesana kebetulan keluar museum juga mepet jam tutup. mungkin bisa di perbaiki lagi kejujuran staff nya. soalnya di belakang itu juga ada staff control location. is oke lah yaa karena isi dompet nya juga aman gak ada barang berharga, lebih ke sayang aja baru beli hehe.. overall tempat nya baguss.. nyaman.. dan lebih tertata..",Jatim Park 2,Hari biasa
Ocha Suppasit,5,8 bulan lalu,ooh i love it -!💗 i amaze dengan suasananya yang asri rindang dan sejuk . walau di tengah kota ga kerasa panas karen emng datengny aga pagian trs ga terlalu antre panjang di bagian tiket . overall binatangny lengkap dan jinak . ada beberapa hewan buas tapi ttep aman karena ada kaca pelindungnya 💗💗,Jatim Park 2,Hari biasa
dinny ibadillah,5,1 tahun lalu,"Sangat bagus, menurut saya harus masuk dari pagi untuk bisa menjelajahi semua atraksi, kebun binatang sangat luas, hewan2 nya lengkap, banyak yang langka2, dan kondisinya terlihat sehat. Tempatnya bersih, tersedia sewa sepeda listrik utik yg gak kuat jalan. Untuk yang bawa balita juga bisa sewa stroller harganya 100 ribu. Saya masuk jam 11 siang rasanya terburu2 karena ternyata masih ada museum hewan 😅 sedangkan waktu sudah jam 4 sore. Diorama nya sangat keren, dan luas juga. Aquarium juga diisi hewan2 laut dan lumayan lengkap. Untuk tiket masuk 135k sangat worth it!",Jatim Park 2,Hari biasa
